League;Date;Get;Pay;Value;Confidence
Allflame;2026-09-20;Wild Crystallised Lifeforce;Chaos Orb;0.025756403718833643;Medium
Allflame;2026-09-21;Wild Crystallised Lifeforce;Chaos Orb;0.02742164671080434;Medium
Allflame;2026-09-16;Reverent Reliquary Key;Chaos Orb;3181.4243631952872;Medium
Allflame;2026-09-17;Reverent Reliquary Key;Chaos Orb;3204.9669034829326;Medium
Allflame;2026-09-18;Reverent Reliquary Key;Chaos Orb;2975.586206896552;Medium
Allflame;2026-09-19;Reverent Reliquary Key;Chaos Orb;3077.709928955121;Medium
Allflame;2026-09-20;Reverent Reliquary Key;Chaos Orb;3086.9360596083875;Medium
Allflame;2026-09-21;Reverent Reliquary Key;Chaos Orb;3077.709928955121;Medium
Allflame;2026-09-16;Syndicate Medallion;Chaos Orb;1444.8062520351675;Medium
Allflame;2026-09-17;Syndicate Medallion;Chaos Orb;1457.9539889286877;Medium
Allflame;2026-09-18;Syndicate Medallion;Chaos Orb;1552.4443178117874;Medium
Allflame;2026-09-19;Syndicate Medallion;Chaos Orb;1586.8307066102245;Medium
Allflame;2026-09-20;Syndicate Medallion;Chaos Orb;1526.293324649951;Medium
Allflame;2026-09-21;Syndicate Medallion;Chaos Orb;1505.0546727450342;Medium
Allflame;2026-09-18;Archive Reliquary Key;Chaos Orb;3460.559796437659;Medium
Allflame;2026-09-19;Archive Reliquary Key;Chaos Orb;2744.569974554707;Medium
Allflame;2026-09-20;Archive Reliquary Key;Chaos Orb;2052.458015267175;Medium
Allflame;2026-09-21;Archive Reliquary Key;Chaos Orb;1705.3638676844782;Medium
Allflame;2026-09-16;Shiny Reliquary Key;Chaos Orb;1348.0176211453745;Medium
Allflame;2026-09-17;Shiny Reliquary Key;Chaos Orb;1295.984140969163;Medium
Allflame;2026-09-18;Shiny Reliquary Key;Chaos Orb;1295.984140969163;Medium
Allflame;2026-09-19;Shiny Reliquary Key;Chaos Orb;1367.9682819383258;Medium
Allflame;2026-09-20;Shiny Reliquary Key;Chaos Orb;1372.0123348017623;Medium
Allflame;2026-09-21;Shiny Reliquary Key;Chaos Orb;1329.9541850220264;Medium
Allflame;2026-09-16;Zorath's Eye of the Inevitable;Chaos Orb;648.0304955527318;Medium
Allflame;2026-09-17;Zorath's Eye of the Inevitable;Chaos Orb;513.6289707750952;Medium
Allflame;2026-09-18;Zorath's Eye of the Inevitable;Chaos Orb;690.0228716645488;Medium
Allflame;2026-09-19;Zorath's Eye of the Inevitable;Chaos Orb;690.0228716645488;Medium
Allflame;2026-09-20;Zorath's Eye of the Inevitable;Chaos Orb;994.7268106734435;Medium
Allflame;2026-09-21;Zorath's Eye of the Inevitable;Chaos Orb;923.4434561626429;Medium
Allflame;2026-09-16;Forgotten Reliquary Key;Chaos Orb;549.3721461187215;Medium
Allflame;2026-09-17;Forgotten Reliquary Key;Chaos Orb;539.9778824200914;Medium
Allflame;2026-09-18;Forgotten Reliquary Key;Chaos Orb;464.9885844748859;Medium
Allflame;2026-09-19;Forgotten Reliquary Key;Chaos Orb;449.99072488584477;Medium
Allflame;2026-09-20;Forgotten Reliquary Key;Chaos Orb;447.9580479452055;Medium
Allflame;2026-09-21;Forgotten Reliquary Key;Chaos Orb;429.99357876712327;Medium
Allflame;2026-09-16;Voidborn Reliquary Key;Chaos Orb;677.9783393501805;Medium
Allflame;2026-09-17;Voidborn Reliquary Key;Chaos Orb;963.0004332129963;Medium
Allflame;2026-09-18;Voidborn Reliquary Key;Chaos Orb;1031.9508303249097;Medium
Allflame;2026-09-19;Voidborn Reliquary Key;Chaos Orb;1025.9846209386283;Medium
Allflame;2026-09-20;Voidborn Reliquary Key;Chaos Orb;1025.9846209386283;Medium
Allflame;2026-09-21;Voidborn Reliquary Key;Chaos Orb;698.995667870036;Medium
Allflame;2026-09-16;Oubliette Reliquary Key;Chaos Orb;337.0229638195936;Medium
Allflame;2026-09-17;Oubliette Reliquary Key;Chaos Orb;324.0138774161573;Medium
Allflame;2026-09-18;Oubliette Reliquary Key;Chaos Orb;336.01189492813484;Medium
Allflame;2026-09-19;Oubliette Reliquary Key;Chaos Orb;317.81265488187677;Medium
Allflame;2026-09-20;Oubliette Reliquary Key;Chaos Orb;277.0328762597059;Medium
Allflame;2026-09-21;Oubliette Reliquary Key;Chaos Orb;280.0323806377003;Medium
Allflame;2026-09-16;Valdo's Puzzle Box;Chaos Orb;338.9830508474576;Medium
Allflame;2026-09-17;Valdo's Puzzle Box;Chaos Orb;325.3559322033898;Medium
Allflame;2026-09-18;Valdo's Puzzle Box;Chaos Orb;344.9830508474576;Medium
Allflame;2026-09-19;Valdo's Puzzle Box;Chaos Orb;342.9830508474576;Medium
Allflame;2026-09-20;Valdo's Puzzle Box;Chaos Orb;342.9830508474576;Medium
Allflame;2026-09-21;Valdo's Puzzle Box;Chaos Orb;341.9661016949152;Medium
Allflame;2026-09-16;Gift to the Goddess;Chaos Orb;37.998045814786664;Medium
Allflame;2026-09-17;Gift to the Goddess;Chaos Orb;35.99934860492888;Medium
Allflame;2026-09-18;Gift to the Goddess;Chaos Orb;32.99750298556074;Medium
Allflame;2026-09-19;Gift to the Goddess;Chaos Orb;32.49972858538703;Medium
Allflame;2026-09-20;Gift to the Goddess;Chaos Orb;33.49907719031592;Medium
Allflame;2026-09-21;Gift to the Goddess;Chaos Orb;34.49842579524481;Medium
Allflame;2026-09-16;An Audience With The King;Chaos Orb;40;Medium
Allflame;2026-09-17;An Audience With The King;Chaos Orb;40;Medium
Allflame;2026-09-18;An Audience With The King;Chaos Orb;39.4;Medium
Allflame;2026-09-19;An Audience With The King;Chaos Orb;42.300000000000004;Medium
Allflame;2026-09-20;An Audience With The King;Chaos Orb;36.6;Medium
Allflame;2026-09-21;An Audience With The King;Chaos Orb;35.8;Medium
Allflame;2026-09-16;Timeless Templar Splinter;Chaos Orb;100.00000000000001;Medium
Allflame;2026-09-17;Timeless Templar Splinter;Chaos Orb;111.00000000000003;Medium
Allflame;2026-09-18;Timeless Templar Splinter;Chaos Orb;15.799999999999994;Medium
Allflame;2026-09-19;Timeless Templar Splinter;Chaos Orb;19.20000000000001;Medium
Allflame;2026-09-20;Timeless Templar Splinter;Chaos Orb;19.20000000000001;Medium
Allflame;2026-09-21;Timeless Templar Splinter;Chaos Orb;20;Medium
Allflame;2026-09-16;Simulacrum;Chaos Orb;84.50123660346247;Medium
Allflame;2026-09-17;Simulacrum;Chaos Orb;159.2003297609233;Medium
Allflame;2026-09-18;Simulacrum;Chaos Orb;154.1049051937345;Medium
Allflame;2026-09-19;Simulacrum;Chaos Orb;52.39921681780708;Medium
Allflame;2026-09-20;Simulacrum;Chaos Orb;106.5053586150041;Medium
Allflame;2026-09-21;Simulacrum;Chaos Orb;200.01442704039567;Medium
Allflame;2026-09-16;Mortal Grief;Chaos Orb;25.000000000000004;Medium
Allflame;2026-09-17;Mortal Grief;Chaos Orb;25.000000000000004;Medium
Allflame;2026-09-18;Mortal Grief;Chaos Orb;23.8;Medium
Allflame;2026-09-19;Mortal Grief;Chaos Orb;19.600000000000005;Medium
Allflame;2026-09-20;Mortal Grief;Chaos Orb;15.400000000000002;Medium
Allflame;2026-09-21;Mortal Grief;Chaos Orb;10.000000000000002;Medium
Allflame;2026-09-16;Message in a Bottle;Chaos Orb;10.500308832612724;Medium
Allflame;2026-09-17;Message in a Bottle;Chaos Orb;10.400555898702903;Medium
Allflame;2026-09-18;Message in a Bottle;Chaos Orb;10.90037059913527;Medium
Allflame;2026-09-19;Message in a Bottle;Chaos Orb;8.5;Medium
Allflame;2026-09-20;Message in a Bottle;Chaos Orb;6.499691167387276;Medium
Allflame;2026-09-21;Message in a Bottle;Chaos Orb;8.999814700432365;Medium
Allflame;2026-09-16;Timeless Eternal Empire Splinter;Chaos Orb;7.300158170093685;Medium
Allflame;2026-09-17;Timeless Eternal Empire Splinter;Chaos Orb;11.799975666139431;Medium
Allflame;2026-09-18;Timeless Eternal Empire Splinter;Chaos Orb;11.49993916534858;Medium
Allflame;2026-09-19;Timeless Eternal Empire Splinter;Chaos Orb;12.700085168511983;Medium
Allflame;2026-09-20;Timeless Eternal Empire Splinter;Chaos Orb;13.000121669302834;Medium
Allflame;2026-09-21;Timeless Eternal Empire Splinter;Chaos Orb;5.199902664557731;Medium
Allflame;2026-09-16;Zorath's Eye of Authority;Chaos Orb;6.499837504062399;Medium
Allflame;2026-09-17;Zorath's Eye of Authority;Chaos Orb;8.999675008124798;Medium
Allflame;2026-09-18;Zorath's Eye of Authority;Chaos Orb;3.699707507312318;Medium
Allflame;2026-09-19;Zorath's Eye of Authority;Chaos Orb;18.49853753656159;Medium
Allflame;2026-09-20;Zorath's Eye of Authority;Chaos Orb;32.499187520312;Medium
Allflame;2026-09-21;Zorath's Eye of Authority;Chaos Orb;7.199870003249919;Medium
Allflame;2026-09-16;Zorath's Eye of Malevolence;Chaos Orb;4;Medium
Allflame;2026-09-17;Zorath's Eye of Malevolence;Chaos Orb;3.6;Medium
Allflame;2026-09-18;Zorath's Eye of Malevolence;Chaos Orb;5.9;Medium
Allflame;2026-09-19;Zorath's Eye of Malevolence;Chaos Orb;7.8;Medium
Allflame;2026-09-20;Zorath's Eye of Malevolence;Chaos Orb;3;Medium
Allflame;2026-09-21;Zorath's Eye of Malevolence;Chaos Orb;3;Medium
Allflame;2026-09-16;Timeless Vaal Splinter;Chaos Orb;21.208907741251313;Medium
Allflame;2026-09-17;Timeless Vaal Splinter;Chaos Orb;21.208907741251313;Medium
Allflame;2026-09-18;Timeless Vaal Splinter;Chaos Orb;23.4103923647932;Medium
Allflame;2026-09-19;Timeless Vaal Splinter;Chaos Orb;19.308589607635195;Medium
Allflame;2026-09-20;Timeless Vaal Splinter;Chaos Orb;11.80487804878048;Medium
Allflame;2026-09-21;Timeless Vaal Splinter;Chaos Orb;3.6012725344644743;Medium
Allflame;2026-09-16;Simulacrum Splinter;Chaos Orb;1;Medium
Allflame;2026-09-17;Simulacrum Splinter;Chaos Orb;1;Medium
Allflame;2026-09-18;Simulacrum Splinter;Chaos Orb;1;Medium
Allflame;2026-09-19;Simulacrum Splinter;Chaos Orb;1;Medium
Allflame;2026-09-20;Simulacrum Splinter;Chaos Orb;1;Medium
Allflame;2026-09-21;Simulacrum Splinter;Chaos Orb;1.2;Medium
Allflame;2026-09-16;Offering to the Goddess;Chaos Orb;1;Medium
Allflame;2026-09-17;Offering to the Goddess;Chaos Orb;1;Medium
Allflame;2026-09-18;Offering to the Goddess;Chaos Orb;1;Medium
Allflame;2026-09-19;Offering to the Goddess;Chaos Orb;1;Medium
Allflame;2026-09-20;Offering to the Goddess;Chaos Orb;1.0667;Medium
Allflame;2026-09-21;Offering to the Goddess;Chaos Orb;1;Medium
Allflame;2026-09-16;Divine Vessel;Chaos Orb;1.1900511722004046;Medium
Allflame;2026-09-17;Divine Vessel;Chaos Orb;1.0099964298464834;Medium
Allflame;2026-09-18;Divine Vessel;Chaos Orb;1;Medium
Allflame;2026-09-19;Divine Vessel;Chaos Orb;1;Medium
Allflame;2026-09-20;Divine Vessel;Chaos Orb;1;Medium
Allflame;2026-09-21;Divine Vessel;Chaos Orb;1;Medium
Allflame;2026-09-16;Blessed Orb;Chaos Orb;0.2288493904020752;Medium
Allflame;2026-09-17;Blessed Orb;Chaos Orb;0.5026122957198443;Medium
Allflame;2026-09-18;Blessed Orb;Chaos Orb;0.14416964980544747;Medium
Allflame;2026-09-19;Blessed Orb;Chaos Orb;0.13214412451361868;Medium
Allflame;2026-09-20;Blessed Orb;Chaos Orb;0.18024622568093387;Medium
Allflame;2026-09-21;Blessed Orb;Chaos Orb;0.1493169390402075;Medium
Allflame;2026-09-16;Orb of Alchemy;Chaos Orb;0.02465210800939212;Medium
Allflame;2026-09-17;Orb of Alchemy;Chaos Orb;0.026048145056091838;Medium
Allflame;2026-09-18;Orb of Alchemy;Chaos Orb;0.03184253978606835;Medium
Allflame;2026-09-19;Orb of Alchemy;Chaos Orb;0.0199846347508479;Medium
Allflame;2026-09-20;Orb of Alchemy;Chaos Orb;0.020604161231411428;Medium
Allflame;2026-09-21;Orb of Alchemy;Chaos Orb;0.0193987477171928;Medium
Allflame;2026-09-16;Orb of Augmentation;Chaos Orb;0.048245034202095416;Medium
Allflame;2026-09-17;Orb of Augmentation;Chaos Orb;0.05412258030998355;Medium
Allflame;2026-09-18;Orb of Augmentation;Chaos Orb;0.04607538488180794;Medium
Allflame;2026-09-19;Orb of Augmentation;Chaos Orb;0.04996973590787081;Medium
Allflame;2026-09-20;Orb of Augmentation;Chaos Orb;0.045338043120616504;Medium
Allflame;2026-09-21;Orb of Augmentation;Chaos Orb;0.03092174041042514;Medium
Allflame;2026-09-16;Awakener's Orb;Chaos Orb;1013.9929184121285;Medium
Allflame;2026-09-17;Awakener's Orb;Chaos Orb;1004.6501097147416;Medium
Allflame;2026-09-18;Awakener's Orb;Chaos Orb;1010.1166467185318;Medium
Allflame;2026-09-19;Awakener's Orb;Chaos Orb;1026.218082984241;Medium
Allflame;2026-09-20;Awakener's Orb;Chaos Orb;1012.6014362657091;Medium
Allflame;2026-09-21;Awakener's Orb;Chaos Orb;974.5344604029524;Medium
Allflame;2026-09-16;Glassblower's Bauble;Chaos Orb;0.7412817610062893;Medium
Allflame;2026-09-17;Glassblower's Bauble;Chaos Orb;0.7552300489168414;Medium
Allflame;2026-09-18;Glassblower's Bauble;Chaos Orb;0.7734325646401118;Medium
Allflame;2026-09-19;Glassblower's Bauble;Chaos Orb;0.6153984626135569;Medium
Allflame;2026-09-20;Glassblower's Bauble;Chaos Orb;0.47591558350803637;Medium
Allflame;2026-09-21;Glassblower's Bauble;Chaos Orb;0.6754458420684836;Medium
Allflame;2026-09-16;Orb of Chance;Chaos Orb;0.12570497592295346;Medium
Allflame;2026-09-17;Orb of Chance;Chaos Orb;0.12762921348314607;Medium
Allflame;2026-09-18;Orb of Chance;Chaos Orb;0.13008796147672552;Medium
Allflame;2026-09-19;Orb of Chance;Chaos Orb;0.12078747993579454;Medium
Allflame;2026-09-20;Orb of Chance;Chaos Orb;0.125930658105939;Medium
Allflame;2026-09-21;Orb of Chance;Chaos Orb;0.12230786516853934;Medium
Allflame;2026-09-16;Elder's Exalted Orb;Chaos Orb;119.39776217639316;Medium
Allflame;2026-09-17;Elder's Exalted Orb;Chaos Orb;106.17992540587979;Medium
Allflame;2026-09-18;Elder's Exalted Orb;Chaos Orb;104.61037735849057;Medium
Allflame;2026-09-19;Elder's Exalted Orb;Chaos Orb;107.23376480912681;Medium
Allflame;2026-09-20;Elder's Exalted Orb;Chaos Orb;92.25579201404125;Medium
Allflame;2026-09-21;Elder's Exalted Orb;Chaos Orb;92.30063624396665;Medium
Allflame;2026-09-16;Eldritch Chaos Orb;Chaos Orb;51.07363214837712;Medium
Allflame;2026-09-17;Eldritch Chaos Orb;Chaos Orb;47.50071097372488;Medium
Allflame;2026-09-18;Eldritch Chaos Orb;Chaos Orb;46.0843029366306;Medium
Allflame;2026-09-19;Eldritch Chaos Orb;Chaos Orb;41.38846367851623;Medium
Allflame;2026-09-20;Eldritch Chaos Orb;Chaos Orb;38.00694899536321;Medium
Allflame;2026-09-21;Eldritch Chaos Orb;Chaos Orb;41.165156105100465;Medium
Allflame;2026-09-16;Eldritch Exalted Orb;Chaos Orb;3.4624623911322248;Medium
Allflame;2026-09-17;Eldritch Exalted Orb;Chaos Orb;3.633808392715756;Medium
Allflame;2026-09-18;Eldritch Exalted Orb;Chaos Orb;3.466706254948535;Medium
Allflame;2026-09-19;Eldritch Exalted Orb;Chaos Orb;3.841757719714964;Medium
Allflame;2026-09-20;Eldritch Exalted Orb;Chaos Orb;3.2248060174188438;Medium
Allflame;2026-09-21;Eldritch Exalted Orb;Chaos Orb;3.651314330958036;Medium
Allflame;2026-09-16;Eldritch Orb of Annulment;Chaos Orb;52.84088676000982;Medium
Allflame;2026-09-17;Eldritch Orb of Annulment;Chaos Orb;39.30827806435765;Medium
Allflame;2026-09-18;Eldritch Orb of Annulment;Chaos Orb;41.759948415622695;Medium
Allflame;2026-09-19;Eldritch Orb of Annulment;Chaos Orb;43.38590027020388;Medium
Allflame;2026-09-20;Eldritch Orb of Annulment;Chaos Orb;42.71309260623925;Medium
Allflame;2026-09-21;Eldritch Orb of Annulment;Chaos Orb;45.22592729059199;Medium
Allflame;2026-09-16;Exceptional Eldritch Ichor;Chaos Orb;180.51882519462137;Medium
Allflame;2026-09-17;Exceptional Eldritch Ichor;Chaos Orb;180.839525831564;Medium
Allflame;2026-09-18;Exceptional Eldritch Ichor;Chaos Orb;191.68989738145788;Medium
Allflame;2026-09-19;Exceptional Eldritch Ichor;Chaos Orb;196.03717268223636;Medium
Allflame;2026-09-20;Exceptional Eldritch Ichor;Chaos Orb;197.37342533616416;Medium
Allflame;2026-09-21;Exceptional Eldritch Ichor;Chaos Orb;191.65426397735314;Medium
Allflame;2026-09-16;Fracturing Shard;Chaos Orb;24.00834702636419;Medium
Allflame;2026-09-17;Fracturing Shard;Chaos Orb;25.402447578172897;Medium
Allflame;2026-09-18;Fracturing Shard;Chaos Orb;21.842652360515018;Medium
Allflame;2026-09-19;Fracturing Shard;Chaos Orb;24.557617412630286;Medium
Allflame;2026-09-20;Fracturing Shard;Chaos Orb;26.602995708154502;Medium
Allflame;2026-09-21;Fracturing Shard;Chaos Orb;23.312604537093804;Medium
Allflame;2026-09-16;Grand Eldritch Ember;Chaos Orb;14.00790761982794;Medium
Allflame;2026-09-17;Grand Eldritch Ember;Chaos Orb;16.195572511265873;Medium
Allflame;2026-09-18;Grand Eldritch Ember;Chaos Orb;12.935647275706678;Medium
Allflame;2026-09-19;Grand Eldritch Ember;Chaos Orb;13.648795575583778;Medium
Allflame;2026-09-20;Grand Eldritch Ember;Chaos Orb;12.68185784514543;Medium
Allflame;2026-09-21;Grand Eldritch Ember;Chaos Orb;11.506812781646866;Medium
Allflame;2026-09-16;Grand Eldritch Ichor;Chaos Orb;8.883385049365303;Medium
Allflame;2026-09-17;Grand Eldritch Ichor;Chaos Orb;7.082538787023978;Medium
Allflame;2026-09-18;Grand Eldritch Ichor;Chaos Orb;7.246036671368124;Medium
Allflame;2026-09-19;Grand Eldritch Ichor;Chaos Orb;6.891396332863188;Medium
Allflame;2026-09-20;Grand Eldritch Ichor;Chaos Orb;7.385839210155148;Medium
Allflame;2026-09-21;Grand Eldritch Ichor;Chaos Orb;6.002031029619182;Medium
Allflame;2026-09-16;Greater Eldritch Ember;Chaos Orb;0.6651876191412007;Medium
Allflame;2026-09-17;Greater Eldritch Ember;Chaos Orb;0.6989387835314925;Medium
Allflame;2026-09-18;Greater Eldritch Ember;Chaos Orb;0.8357623661196815;Medium
Allflame;2026-09-19;Greater Eldritch Ember;Chaos Orb;0.9415294880613146;Medium
Allflame;2026-09-20;Greater Eldritch Ember;Chaos Orb;0.9069025449543087;Medium
Allflame;2026-09-21;Greater Eldritch Ember;Chaos Orb;0.7339025646064654;Medium
Allflame;2026-09-16;Greater Eldritch Ichor;Chaos Orb;0.6997912363345481;Medium
Allflame;2026-09-17;Greater Eldritch Ichor;Chaos Orb;0.8228120344858235;Medium
Allflame;2026-09-18;Greater Eldritch Ichor;Chaos Orb;0.8190058661452316;Medium
Allflame;2026-09-19;Greater Eldritch Ichor;Chaos Orb;0.6005589903119722;Medium
Allflame;2026-09-20;Greater Eldritch Ichor;Chaos Orb;0.7333670784819127;Medium
Allflame;2026-09-21;Greater Eldritch Ichor;Chaos Orb;0.43329148520131544;Medium
Allflame;2026-09-16;Instilling Orb;Chaos Orb;0.25327829189074064;Medium
Allflame;2026-09-17;Instilling Orb;Chaos Orb;0.18367482029710877;Medium
Allflame;2026-09-18;Instilling Orb;Chaos Orb;0.23198739151269898;Medium
Allflame;2026-09-19;Instilling Orb;Chaos Orb;0.3394574729780097;Medium
Allflame;2026-09-20;Instilling Orb;Chaos Orb;0.14720463234119588;Medium
Allflame;2026-09-21;Instilling Orb;Chaos Orb;0.2889142537671051;Medium
Allflame;2026-09-16;Lesser Eldritch Ember;Chaos Orb;0.26565297691373024;Medium
Allflame;2026-09-17;Lesser Eldritch Ember;Chaos Orb;0.21572976913730257;Medium
Allflame;2026-09-18;Lesser Eldritch Ember;Chaos Orb;0.15542648845686508;Medium
Allflame;2026-09-19;Lesser Eldritch Ember;Chaos Orb;0.09940704738760629;Medium
Allflame;2026-09-20;Lesser Eldritch Ember;Chaos Orb;0.15449283110571083;Medium
Allflame;2026-09-21;Lesser Eldritch Ember;Chaos Orb;0.08704981773997568;Medium
Allflame;2026-09-16;Lesser Eldritch Ichor;Chaos Orb;0.3081724597571308;Medium
Allflame;2026-09-17;Lesser Eldritch Ichor;Chaos Orb;0.1740491386613951;Medium
Allflame;2026-09-18;Lesser Eldritch Ichor;Chaos Orb;0.1847821688788478;Medium
Allflame;2026-09-19;Lesser Eldritch Ichor;Chaos Orb;0.17362720135554932;Medium
Allflame;2026-09-20;Lesser Eldritch Ichor;Chaos Orb;0.1887114600395369;Medium
Allflame;2026-09-21;Lesser Eldritch Ichor;Chaos Orb;0.15793640779440837;Medium
Allflame;2026-09-16;Maven's Chisel of Avarice;Chaos Orb;180.81968680089489;Medium
Allflame;2026-09-17;Maven's Chisel of Avarice;Chaos Orb;178.35771812080537;Medium
Allflame;2026-09-18;Maven's Chisel of Avarice;Chaos Orb;176.68993288590605;Medium
Allflame;2026-09-19;Maven's Chisel of Avarice;Chaos Orb;211.45928411633113;Medium
Allflame;2026-09-20;Maven's Chisel of Avarice;Chaos Orb;166.06375838926175;Medium
Allflame;2026-09-21;Maven's Chisel of Avarice;Chaos Orb;147.86107382550338;Medium
Allflame;2026-09-16;Maven's Chisel of Scarabs;Chaos Orb;63.57143217931179;Medium
Allflame;2026-09-17;Maven's Chisel of Scarabs;Chaos Orb;52.61883826160159;Medium
Allflame;2026-09-18;Maven's Chisel of Scarabs;Chaos Orb;54.61865305692939;Medium
Allflame;2026-09-19;Maven's Chisel of Scarabs;Chaos Orb;55.644331263811424;Medium
Allflame;2026-09-20;Maven's Chisel of Scarabs;Chaos Orb;50.52109439124486;Medium
Allflame;2026-09-21;Maven's Chisel of Scarabs;Chaos Orb;40.94466168578343;Medium
Allflame;2026-09-16;Orb of Binding;Chaos Orb;0.02223115245478036;Medium
Allflame;2026-09-17;Orb of Binding;Chaos Orb;0.010225243410852713;Medium
Allflame;2026-09-18;Orb of Binding;Chaos Orb;0.021648981912144705;Medium
Allflame;2026-09-19;Orb of Binding;Chaos Orb;0.018629457364341084;Medium
Allflame;2026-09-20;Orb of Binding;Chaos Orb;0.019917994832041343;Medium
Allflame;2026-09-21;Orb of Binding;Chaos Orb;0.015415099741602068;Medium
Allflame;2026-09-16;Orb of Intention;Chaos Orb;3.828703125;Medium
Allflame;2026-09-17;Orb of Intention;Chaos Orb;4.8221875;Medium
Allflame;2026-09-18;Orb of Intention;Chaos Orb;3.6716875;Medium
Allflame;2026-09-19;Orb of Intention;Chaos Orb;3.734859375;Medium
Allflame;2026-09-20;Orb of Intention;Chaos Orb;2.16084375;Medium
Allflame;2026-09-21;Orb of Intention;Chaos Orb;3.093796875;Medium
Allflame;2026-09-16;Orb of Remembrance;Chaos Orb;147.4171224018476;Medium
Allflame;2026-09-17;Orb of Remembrance;Chaos Orb;136.43800461893767;Medium
Allflame;2026-09-18;Orb of Remembrance;Chaos Orb;126.0579846035412;Medium
Allflame;2026-09-19;Orb of Remembrance;Chaos Orb;115.43051116243267;Medium
Allflame;2026-09-20;Orb of Remembrance;Chaos Orb;114.5839599692071;Medium
Allflame;2026-09-21;Orb of Remembrance;Chaos Orb;109.94746420323328;Medium
Allflame;2026-09-16;Orb of Unmaking;Chaos Orb;0.34347496168315456;Medium
Allflame;2026-09-17;Orb of Unmaking;Chaos Orb;0.22799105475825554;Medium
Allflame;2026-09-18;Orb of Unmaking;Chaos Orb;0.30007883516789746;Medium
Allflame;2026-09-19;Orb of Unmaking;Chaos Orb;0.24445289118015887;Medium
Allflame;2026-09-20;Orb of Unmaking;Chaos Orb;0.22458392085829734;Medium
Allflame;2026-09-21;Orb of Unmaking;Chaos Orb;0.240436059634945;Medium
Allflame;2026-09-16;Orb of Unravelling;Chaos Orb;69.59896453225423;Medium
Allflame;2026-09-17;Orb of Unravelling;Chaos Orb;20.91968876457986;Medium
Allflame;2026-09-18;Orb of Unravelling;Chaos Orb;42.37536955486789;Medium
Allflame;2026-09-19;Orb of Unravelling;Chaos Orb;30.524879195429662;Medium
Allflame;2026-09-20;Orb of Unravelling;Chaos Orb;40.48206438943109;Medium
Allflame;2026-09-21;Orb of Unravelling;Chaos Orb;59.30578433706261;Medium
Allflame;2026-09-16;Redeemer's Exalted Orb;Chaos Orb;146.02759924385634;Medium
Allflame;2026-09-17;Redeemer's Exalted Orb;Chaos Orb;125.2308758664146;Medium
Allflame;2026-09-18;Redeemer's Exalted Orb;Chaos Orb;130.4030245746692;Medium
Allflame;2026-09-19;Redeemer's Exalted Orb;Chaos Orb;146.91064902331442;Medium
Allflame;2026-09-20;Redeemer's Exalted Orb;Chaos Orb;116.41839949590423;Medium
Allflame;2026-09-21;Redeemer's Exalted Orb;Chaos Orb;153.79483301827347;Medium
Allflame;2026-09-16;Regal Orb;Chaos Orb;0.09641769858116411;Medium
Allflame;2026-09-17;Regal Orb;Chaos Orb;0.07837184895542397;Medium
Allflame;2026-09-18;Regal Orb;Chaos Orb;0.07646700927270696;Medium
Allflame;2026-09-19;Regal Orb;Chaos Orb;0.08207215953524745;Medium
Allflame;2026-09-20;Regal Orb;Chaos Orb;0.07213782817562282;Medium
Allflame;2026-09-21;Regal Orb;Chaos Orb;0.07534597922019885;Medium
Allflame;2026-09-16;Orb of Regret;Chaos Orb;1.5406123188405796;Medium
Allflame;2026-09-17;Orb of Regret;Chaos Orb;1.4994021739130434;Medium
Allflame;2026-09-18;Orb of Regret;Chaos Orb;1.4362246376811594;Medium
Allflame;2026-09-19;Orb of Regret;Chaos Orb;1.5518514492753621;Medium
Allflame;2026-09-20;Orb of Regret;Chaos Orb;1.4847572463768115;Medium
Allflame;2026-09-21;Orb of Regret;Chaos Orb;1.2640615942028983;Medium
Allflame;2026-09-16;Sacred Crystallised Lifeforce;Chaos Orb;54.366551794040134;Medium
Allflame;2026-09-17;Sacred Crystallised Lifeforce;Chaos Orb;56.256192986012564;Medium
Allflame;2026-09-18;Sacred Crystallised Lifeforce;Chaos Orb;54.4944962497466;Medium
Allflame;2026-09-19;Sacred Crystallised Lifeforce;Chaos Orb;46.47828400567605;Medium
Allflame;2026-09-20;Sacred Crystallised Lifeforce;Chaos Orb;52.5753294141496;Medium
Allflame;2026-09-21;Sacred Crystallised Lifeforce;Chaos Orb;49.170038516115945;Medium
Allflame;2026-09-16;Crystallised Rancour;Chaos Orb;568.0783902012249;Medium
Allflame;2026-09-17;Crystallised Rancour;Chaos Orb;493.5120734908137;Medium
Allflame;2026-09-18;Crystallised Rancour;Chaos Orb;459.87585301837277;Medium
Allflame;2026-09-19;Crystallised Rancour;Chaos Orb;488.3882764654419;Medium
Allflame;2026-09-20;Crystallised Rancour;Chaos Orb;546.4981627296588;Medium
Allflame;2026-09-21;Crystallised Rancour;Chaos Orb;412.01356080489944;Medium
Allflame;2026-09-16;Shaper's Exalted Orb;Chaos Orb;158.031032937486;Medium
Allflame;2026-09-17;Shaper's Exalted Orb;Chaos Orb;154.69039883486442;Medium
Allflame;2026-09-18;Shaper's Exalted Orb;Chaos Orb;155.15774142953168;Medium
Allflame;2026-09-19;Shaper's Exalted Orb;Chaos Orb;156.14435357382925;Medium
Allflame;2026-09-20;Shaper's Exalted Orb;Chaos Orb;136.1178579430876;Medium
