League;Date;Id;Type;Name;BaseType;Variant;Links;Value;Confidence
Allflame;2026-09-22;3757;SkillGem;Static Strike of Gathering Lightning;;20;;181;High
Allflame;2026-09-22;3758;SkillGem;Arc of Surging;;21/20c;;180.7;High
Allflame;2026-09-22;3759;SkillGem;Animate Weapon of Ranged Arms;;20;;180;High
Allflame;2026-09-22;3760;SkillGem;Lightning Tendrils of Escalation;;1/20;;180;High
Allflame;2026-09-22;3761;SkillGem;Cremation of the Volcano;;21/20c;;180;High
Allflame;2026-09-22;3762;SkillGem;Detonate Dead of Chain Reaction;;21c;;180;High
Allflame;2026-09-22;3763;SkillGem;Cremation of the Volcano;;21c;;180;High
Allflame;2026-09-22;3764;SkillGem;Tornado of Elemental Turbulence;;20/23c;;180;High
Allflame;2026-09-22;3765;SkillGem;Searing Bond of Detonation;;20/23c;;180;High
Allflame;2026-09-22;3766;SkillGem;Hexpass Support;;3/23c;;180;High
Allflame;2026-09-22;3767;SkillGem;Hexpass Support;;3/20c;;180;High
Allflame;2026-09-22;3768;SkillGem;Lethal Dose Support;;4/20c;;180;High
Allflame;2026-09-22;3769;SkillGem;Poisonous Concoction of Bouncing;;21/20c;;179.5;High
Allflame;2026-09-22;3770;SkillGem;Penance Brand of Dissipation;;20/20c;;179;High
Allflame;2026-09-22;3771;SkillGem;Blink Arrow of Bombarding Clones;;20/20;;178.9;High
Allflame;2026-09-22;3772;SkillGem;Detonate Dead of Scavenging;;20;;178;High
Allflame;2026-09-22;3773;SkillGem;Detonate Dead of Chain Reaction;;21/23c;;178;High
Allflame;2026-09-22;3774;SkillGem;Storm Rain of the Fence;;21/23c;;177.5;High
Allflame;2026-09-22;3775;SkillGem;Flicker Strike;;21/20c;;177;High
Allflame;2026-09-22;3776;SkillGem;Ethereal Knives of the Massacre;;20;;175.4;High
Allflame;2026-09-22;3777;SkillGem;Ice Nova of Frostbolts;;20/20;;175;High
Allflame;2026-09-22;3778;SkillGem;Summon Flame Golem;;20/23c;;174.1;High
Allflame;2026-09-22;3779;SkillGem;Seismic Trap;;21/23c;;173.2;High
Allflame;2026-09-22;3780;SkillGem;Summon Stone Golem of Hordes;;21/20c;;173;High
Allflame;2026-09-22;3781;SkillGem;Purity of Ice;;20/23c;;172;High
Allflame;2026-09-22;3782;SkillGem;Ethereal Knives of Lingering Blades;;20;;172;High
Allflame;2026-09-22;3783;SkillGem;Crackling Lance of Branching;;20/23c;;171.7;High
Allflame;2026-09-22;3784;SkillGem;Elemental Penetration Support;;1;;171.5;High
Allflame;2026-09-22;3785;SkillGem;Raise Zombie of Falling;;20/20c;;171.5;High
Allflame;2026-09-22;3786;SkillGem;Vaal Absolution (Absolution of Inspiring);Vaal Absolution;1c;;170.5;High
Allflame;2026-09-22;3787;SkillGem;Discipline;;21c;;170;High
Allflame;2026-09-22;3788;SkillGem;Tempest Shield;;21c;;170;High
Allflame;2026-09-22;3789;SkillGem;Essence Drain;;21/23c;;170;High
Allflame;2026-09-22;3790;SkillGem;Absolution;;20/20;;170;High
Allflame;2026-09-22;3791;SkillGem;Scornful Herald Support;;3/20c;;170;High
Allflame;2026-09-22;3792;SkillGem;Vaal Reap (Reap of Butchery);Vaal Reap;20/23c;;169.3;High
Allflame;2026-09-22;3793;SkillGem;Volatile Dead;;1/23c;;166.6;High
Allflame;2026-09-22;3794;SkillGem;Bladefall of Trarthus;;20/23c;;166;High
Allflame;2026-09-22;3795;SkillGem;Power Charge On Critical Support;;20/23c;;165.5;High
Allflame;2026-09-22;3796;SkillGem;Less Duration Support;;20/23c;;165.4;High
Allflame;2026-09-22;3797;SkillGem;Righteous Fire of Arcane Devotion;;1;;165;High
Allflame;2026-09-22;3798;SkillGem;Lightning Strike of Arcing;;20/20;;164;High
Allflame;2026-09-22;3799;SkillGem;Wild Strike of Extremes;;21/23c;;163.5;High
Allflame;2026-09-22;3800;SkillGem;Elemental Penetration Support;;20;;162.8;High
Allflame;2026-09-22;3801;SkillGem;Divine Sentinel Support;;3/20;;162.8;High
Allflame;2026-09-22;3802;SkillGem;Smite of Divine Judgement;;1/23c;;162.7;High
Allflame;2026-09-22;3803;SkillGem;Overexertion Support;;21/20c;;162.5;High
Allflame;2026-09-22;3804;SkillGem;Flame Surge of Combusting;;20/20;;161.8;High
Allflame;2026-09-22;3805;SkillGem;Ballista Totem Support;;20/23c;;160;High
Allflame;2026-09-22;3806;SkillGem;Bladefall of Volleys;;20/20;;160;High
Allflame;2026-09-22;3807;SkillGem;Penance Brand of Dissipation;;21c;;160;High
Allflame;2026-09-22;3808;SkillGem;Smite of Divine Judgement;;20/20c;;160;High
Allflame;2026-09-22;3809;SkillGem;Absolution of Inspiring;;1/23c;;160;High
Allflame;2026-09-22;3810;SkillGem;Tornado of Elemental Turbulence;;21/20c;;159.8;High
Allflame;2026-09-22;3811;SkillGem;Eldritch Blasphemy Support;;3/23c;;158.6;High
Allflame;2026-09-22;3812;SkillGem;Vaal Reap (Reap of Butchery);Vaal Reap;20/20c;;157.6;High
Allflame;2026-09-22;3813;SkillGem;Immortal Call;;21/20c;;156;High
Allflame;2026-09-22;3814;SkillGem;Ethereal Knives of Lingering Blades;;20/20c;;156;High
Allflame;2026-09-22;3815;SkillGem;Crackling Lance of Disintegration;;20/20;;156;High
Allflame;2026-09-22;3816;SkillGem;Summon Chaos Golem of the Maelström;;20/20;;155.5;High
Allflame;2026-09-22;3817;SkillGem;Rage Vortex of Berserking;;21/20c;;155.4;High
Allflame;2026-09-22;3818;SkillGem;Grace;;20/20;;155;High
Allflame;2026-09-22;3819;SkillGem;Vaal Blight (Blight of Contagion);Vaal Blight;20/20c;;154;High
Allflame;2026-09-22;3820;SkillGem;Zealotry;;20/20;;153.5;High
Allflame;2026-09-22;3821;SkillGem;Steelskin;;20/20c;;153.5;High
Allflame;2026-09-22;3822;SkillGem;Cull the Weak Support;;3/20c;;153.5;High
Allflame;2026-09-22;3823;SkillGem;Physical to Lightning Support;;21/20c;;153;High
Allflame;2026-09-22;3824;SkillGem;Anger;;1/23c;;152.4;High
Allflame;2026-09-22;3825;SkillGem;Fire Trap of Blasting;;21/23c;;151.9;High
Allflame;2026-09-22;3826;SkillGem;Vicious Projectiles Support;;21/23c;;151.5;High
Allflame;2026-09-22;3827;SkillGem;Bone Offering;;21/20c;;150;High
Allflame;2026-09-22;3828;SkillGem;Static Strike;;20/20c;;150;High
Allflame;2026-09-22;3829;SkillGem;Elemental Weakness;;21/20c;;150;High
Allflame;2026-09-22;3830;SkillGem;Lightning Penetration Support;;20/23c;;150;High
Allflame;2026-09-22;3831;SkillGem;Shield Charge;;20/23c;;150;High
Allflame;2026-09-22;3832;SkillGem;Deadly Ailments Support;;20/23c;;150;High
Allflame;2026-09-22;3833;SkillGem;Minefield Support;;20/23c;;150;High
Allflame;2026-09-22;3834;SkillGem;Flesh and Stone;;21c;;150;High
Allflame;2026-09-22;3835;SkillGem;Detonate Dead of Chain Reaction;;20/20;;150;High
Allflame;2026-09-22;3836;SkillGem;Blade Flurry of Incision;;20;;150;High
Allflame;2026-09-22;3837;SkillGem;Lacerate of Haemorrhage;;20/20c;;150;High
Allflame;2026-09-22;3838;SkillGem;Raise Zombie of Falling;;21/20c;;150;High
Allflame;2026-09-22;3839;SkillGem;Summon Stone Golem of Hordes;;20/20c;;150;High
Allflame;2026-09-22;3840;SkillGem;Summon Reaper of Revenants;;20/23c;;150;High
Allflame;2026-09-22;3841;SkillGem;Double Strike of Momentum;;20;;150;High
Allflame;2026-09-22;3842;SkillGem;Leap Slam of Groundbreaking;;20c;;150;High
Allflame;2026-09-22;3843;SkillGem;Lancing Steel of Spraying;;21c;;150;High
Allflame;2026-09-22;3844;SkillGem;Static Strike of Gathering Lightning;;1/20;;150;High
Allflame;2026-09-22;3845;SkillGem;Hextoad Support;;3/20;;150;High
Allflame;2026-09-22;3846;SkillGem;Pact of Beidat;;20/23c;;150;High
Allflame;2026-09-22;3847;SkillGem;Coursing Current Support;;3/20;;150;High
Allflame;2026-09-22;3848;SkillGem;Blade Trap of Laceration;;1/20;;148.8;High
Allflame;2026-09-22;3849;SkillGem;Summon Stone Golem;;20/23c;;148.5;High
Allflame;2026-09-22;3850;SkillGem;Flicker Strike;;20/20;;147;High
Allflame;2026-09-22;3851;SkillGem;Summon Flame Golem of Hordes;;1/20;;146.2;High
Allflame;2026-09-22;3852;SkillGem;Shield Crush of the Chieftain;;21/20c;;146;High
Allflame;2026-09-22;3853;SkillGem;Vaal Volcanic Fissure (Volcanic Fissure of Snaking);Vaal Volcanic Fissure;20c;;145.5;High
Allflame;2026-09-22;3854;SkillGem;Blood Rage;;20/23c;;145;High
Allflame;2026-09-22;3855;SkillGem;Wave of Conviction of Trarthus;;20/20;;145;High
Allflame;2026-09-22;3856;SkillGem;Static Strike of Gathering Lightning;;21c;;144.7;High
Allflame;2026-09-22;3857;SkillGem;Summon Flame Golem of Hordes;;20/20;;144.5;High
Allflame;2026-09-22;3858;SkillGem;Greater Devour Support;;3/20;;144;High
Allflame;2026-09-22;3859;SkillGem;Fortify Support;;20/23c;;143.8;High
Allflame;2026-09-22;3860;SkillGem;Rain of Arrows of Saturation;;21/23c;;143;High
Allflame;2026-09-22;3861;SkillGem;Vaal Ice Nova (Ice Nova of Frostbolts);Vaal Ice Nova;20/23c;;143;High
Allflame;2026-09-22;3862;SkillGem;Reap of Butchery;;1;;141.6;High
Allflame;2026-09-22;3863;SkillGem;Vaal Double Strike;;20/20c;;141;High
Allflame;2026-09-22;3864;SkillGem;Wave of Conviction of Trarthus;;1/20;;141;High
Allflame;2026-09-22;3865;SkillGem;Molten Strike;;20/20;;140;High
Allflame;2026-09-22;3866;SkillGem;Purity of Ice;;20/20;;140;High
Allflame;2026-09-22;3867;SkillGem;Returning Projectiles Support;;20/20;;140;High
Allflame;2026-09-22;3868;SkillGem;Penance Brand of Dissipation;;20/20;;140;High
Allflame;2026-09-22;3869;SkillGem;Lacerate of Haemorrhage;;20/20;;140;High
Allflame;2026-09-22;3870;SkillGem;Rain of Arrows of Saturation;;21/20c;;140;High
Allflame;2026-09-22;3871;SkillGem;Hatred;;21/20c;;139.5;High
Allflame;2026-09-22;3872;SkillGem;Mana-Infused Staff;;21/20c;;137.8;High
Allflame;2026-09-22;3873;SkillGem;Discipline;;20/20;;137.6;High
Allflame;2026-09-22;3874;SkillGem;Crackling Lance of Branching;;20/20;;136.5;High
Allflame;2026-09-22;3875;SkillGem;Frostmage Support;;1/20;;134;High
Allflame;2026-09-22;3876;SkillGem;Clarity;;20/20;;133.2;High
Allflame;2026-09-22;3877;SkillGem;Vaal Storm Call;;20/20c;;132;High
Allflame;2026-09-22;3878;SkillGem;Summon Lightning Golem;;20/23c;;132;High
Allflame;2026-09-22;3879;SkillGem;Ethereal Knives of the Massacre;;1/20;;132;High
Allflame;2026-09-22;3880;SkillGem;Ice Nova of Frostbolts;;21/20c;;132;High
Allflame;2026-09-22;3881;SkillGem;Static Strike of Gathering Lightning;;1;;132;High
Allflame;2026-09-22;3882;SkillGem;Barrage;;21/23c;;131.9;High
Allflame;2026-09-22;3883;SkillGem;Animate Guardian;;20/20;;131.2;High
Allflame;2026-09-22;3884;SkillGem;Firestorm of Pelting;;20/20c;;131;High
Allflame;2026-09-22;3885;SkillGem;Endurance Charge on Melee Stun Support;;21/20c;;130.5;High
Allflame;2026-09-22;3886;SkillGem;Vaal Molten Strike;;20/23c;;130.3;High
Allflame;2026-09-22;3887;SkillGem;Vaal Blade Vortex;;20/20c;;130;High
Allflame;2026-09-22;3888;SkillGem;Lightning Tendrils of Escalation;;1;;130;High
Allflame;2026-09-22;3889;SkillGem;Leap Slam of Groundbreaking;;1;;130;High
Allflame;2026-09-22;3890;SkillGem;Item Rarity Support;;21/20c;;129.3;High
Allflame;2026-09-22;3891;SkillGem;Bladefall of Trarthus;;20/20c;;129;High
Allflame;2026-09-22;3892;SkillGem;Elemental Army Support;;20/20;;128;High
Allflame;2026-09-22;3893;SkillGem;Pact of Beidat;;20c;;127.6;High
Allflame;2026-09-22;3894;SkillGem;Shield Charge;;21/20c;;127.2;High
Allflame;2026-09-22;3895;SkillGem;Void Sphere of Rending;;21c;;126.7;High
Allflame;2026-09-22;3896;SkillGem;Rage Support;;1/23c;;126.7;High
Allflame;2026-09-22;3897;SkillGem;Grace;;20;;126.4;High
Allflame;2026-09-22;3898;SkillGem;Pact of Beidat;;20/20c;;126;High
Allflame;2026-09-22;3899;SkillGem;Summon Chaos Golem;;21/20c;;125.5;High
Allflame;2026-09-22;3900;SkillGem;Ball Lightning of Static;;20/20;;125.4;High
Allflame;2026-09-22;3901;SkillGem;Deadly Ailments Support;;20/20;;125;High
Allflame;2026-09-22;3902;SkillGem;Phase Run;;20/23c;;125;High
Allflame;2026-09-22;3903;SkillGem;Vicious Projectiles Support;;21/20c;;125;High
Allflame;2026-09-22;3904;SkillGem;Summon Raging Spirit of Enormity;;20/23c;;125;High
Allflame;2026-09-22;3905;SkillGem;Herald of Purity;;20/20;;124;High
Allflame;2026-09-22;3906;SkillGem;Ball Lightning of Static;;21c;;124;High
Allflame;2026-09-22;3907;SkillGem;Heavy Strike of Trarthus;;21c;;124;High
Allflame;2026-09-22;3908;SkillGem;Grace;;21/20c;;123.5;High
Allflame;2026-09-22;3909;SkillGem;Heavy Strike of Trarthus;;1/20;;123.1;High
Allflame;2026-09-22;3910;SkillGem;Despair;;20/23c;;123;High
Allflame;2026-09-22;3911;SkillGem;Spectral Shield Throw of Shattering;;20/20;;122.8;High
Allflame;2026-09-22;3912;SkillGem;Charged Traps Support;;21/23c;;122;High
Allflame;2026-09-22;3913;SkillGem;Ball Lightning of Orbiting;;20/20c;;121.5;High
Allflame;2026-09-22;3914;SkillGem;Soulrend of Reaping;;20/20;;121;High
Allflame;2026-09-22;3915;SkillGem;Lightning Tendrils of Eccentricity;;20/23c;;121;High
Allflame;2026-09-22;3916;SkillGem;Cull the Weak Support;;3/20;;121;High
Allflame;2026-09-22;3917;SkillGem;Smite;;20/20;;120.5;High
Allflame;2026-09-22;3918;SkillGem;Ball Lightning of Static;;20/23c;;120.5;High
Allflame;2026-09-22;3919;SkillGem;Bladefall;;21/20c;;120;High
Allflame;2026-09-22;3920;SkillGem;Molten Shell;;20/20;;120;High
Allflame;2026-09-22;3921;SkillGem;Lightning Penetration Support;;20/20;;120;High
Allflame;2026-09-22;3922;SkillGem;Lacerate;;21/23c;;120;High
Allflame;2026-09-22;3923;SkillGem;Bane;;21/23c;;120;High
Allflame;2026-09-22;3924;SkillGem;Battlemage's Cry;;20/23c;;120;High
Allflame;2026-09-22;3925;SkillGem;Storm Rain;;21/23c;;120;High
Allflame;2026-09-22;3926;SkillGem;Vaal Caustic Arrow;;20/20c;;120;High
Allflame;2026-09-22;3927;SkillGem;Vaal Smite;;20/20c;;120;High
Allflame;2026-09-22;3928;SkillGem;Vaal Smite;;20/23c;;120;High
Allflame;2026-09-22;3929;SkillGem;Smite of Divine Judgement;;1/20;;120;High
Allflame;2026-09-22;3930;SkillGem;Raise Zombie of Slamming;;1/20;;120;High
Allflame;2026-09-22;3931;SkillGem;Crackling Lance of Disintegration;;20/20c;;120;High
Allflame;2026-09-22;3932;SkillGem;Void Sphere of Rending;;21/20c;;120;High
Allflame;2026-09-22;3933;SkillGem;Bladefall of Trarthus;;1/20;;120;High
Allflame;2026-09-22;3934;SkillGem;Static Strike of Gathering Lightning;;20c;;120;High
Allflame;2026-09-22;3935;SkillGem;Greater Unleash Support;;3/20;;120;High
Allflame;2026-09-22;3936;SkillGem;Purity of Elements;;20/20;;119.6;High
Allflame;2026-09-22;3937;SkillGem;Flicker Strike;;20/20c;;119;High
Allflame;2026-09-22;3938;SkillGem;Raise Spectre;;20/20;;119;High
Allflame;2026-09-22;3939;SkillGem;Volcanic Fissure of Snaking;;20/20;;118.8;High
Allflame;2026-09-22;3940;SkillGem;Increased Area of Effect Support;;20/23c;;118.5;High
Allflame;2026-09-22;3941;SkillGem;Puncture of Shanking;;21/23c;;118.5;High
Allflame;2026-09-22;3942;SkillGem;Cast when Damage Taken Support;;20/20;;118;High
Allflame;2026-09-22;3943;SkillGem;Penance Brand of Conduction;;20/23c;;118;High
Allflame;2026-09-22;3944;SkillGem;Automation;;20/23c;;117.8;High
Allflame;2026-09-22;3945;SkillGem;Bear Trap of Skewers;;21/23c;;117.5;High
Allflame;2026-09-22;3946;SkillGem;Exsanguinate;;21c;;117.2;High
Allflame;2026-09-22;3947;SkillGem;Blood Rage;;20/20;;117;High
Allflame;2026-09-22;3948;SkillGem;Lancing Steel of Spraying;;1/20;;117;High
Allflame;2026-09-22;3949;SkillGem;Kinetic Blast of Clustering;;1;;117;High
Allflame;2026-09-22;3950;SkillGem;Summon Ice Golem of Hordes;;21/20c;;116.5;High
Allflame;2026-09-22;3951;SkillGem;Petrified Blood;;20/23c;;116;High
Allflame;2026-09-22;3952;SkillGem;Smite of Divine Judgement;;1;;116;High
Allflame;2026-09-22;3953;SkillGem;Wall of Force;;21/20c;;115.6;High
Allflame;2026-09-22;3954;SkillGem;Summon Ice Golem;;21/20c;;115;High
Allflame;2026-09-22;3955;SkillGem;Arctic Armour;;20/23c;;115;High
Allflame;2026-09-22;3956;SkillGem;Manaforged Arrows Support;;21/20c;;114.8;High
Allflame;2026-09-22;3957;SkillGem;Reave of Refraction;;20/20;;114.4;High
Allflame;2026-09-22;3958;SkillGem;Stormbind;;21/20c;;114.2;High
Allflame;2026-09-22;3959;SkillGem;Arc of Oscillating;;20/20c;;114;High
Allflame;2026-09-22;3960;SkillGem;Foulgrasp Support;;3/20;;113.5;High
Allflame;2026-09-22;3961;SkillGem;More Duration Support;;1/23c;;113;High
Allflame;2026-09-22;3962;SkillGem;Lightning Arrow of Electrocution;;20/20;;112;High
Allflame;2026-09-22;3963;SkillGem;Blade Flurry;;21/23c;;111.9;High
Allflame;2026-09-22;3964;SkillGem;Despair;;20/20;;111.5;High
Allflame;2026-09-22;3965;SkillGem;Knockback Support;;20/20c;;111;High
Allflame;2026-09-22;3966;SkillGem;Ground Slam;;20/23c;;111;High
Allflame;2026-09-22;3967;SkillGem;Sniper's Mark;;20/23c;;111;High
Allflame;2026-09-22;3968;SkillGem;Vampiric Link;;20/20;;111;High
Allflame;2026-09-22;3969;SkillGem;Cremation of the Volcano;;20/23c;;111;High
Allflame;2026-09-22;3970;SkillGem;Steelskin;;20/20;;110.7;High
Allflame;2026-09-22;3971;SkillGem;Searing Bond;;20/20;;110.1;High
Allflame;2026-09-22;3972;SkillGem;Lightning Strike;;21/23c;;110.1;High
Allflame;2026-09-22;3973;SkillGem;Herald of Ice;;20/20;;110;High
Allflame;2026-09-22;3974;SkillGem;Purity of Ice;;20c;;110;High
Allflame;2026-09-22;3975;SkillGem;Frostbite;;21/20c;;110;High
Allflame;2026-09-22;3976;SkillGem;Deadly Ailments Support;;20/20c;;110;High
Allflame;2026-09-22;3977;SkillGem;Vaal Firestorm;;20/20c;;110;High
Allflame;2026-09-22;3978;SkillGem;Forbidden Rite of Soul Sacrifice;;1/20;;110;High
Allflame;2026-09-22;3979;SkillGem;Rain of Arrows of Saturation;;20/20;;110;High
Allflame;2026-09-22;3980;SkillGem;Summon Stone Golem of Hordes;;20/20;;110;High
Allflame;2026-09-22;3981;SkillGem;Summon Chaos Golem of the Maelström;;20;;110;High
Allflame;2026-09-22;3982;SkillGem;Crackling Lance of Branching;;20/20c;;110;High
Allflame;2026-09-22;3983;SkillGem;Double Strike of Impaling;;21/23c;;110;High
Allflame;2026-09-22;3984;SkillGem;Summon Skitterbots;;21/20c;;109.5;High
Allflame;2026-09-22;3985;SkillGem;Eldritch Blasphemy Support;;1/20;;109.5;High
Allflame;2026-09-22;3986;SkillGem;Purity of Lightning;;20/23c;;109;High
Allflame;2026-09-22;3987;SkillGem;Volcanic Fissure of Snaking;;1/20;;108.6;High
Allflame;2026-09-22;3988;SkillGem;Faster Attacks Support;;1/23c;;108.2;High
Allflame;2026-09-22;3989;SkillGem;Multistrike Support;;1/20;;108;High
Allflame;2026-09-22;3990;SkillGem;Greater Fork Support;;1/20;;107;High
Allflame;2026-09-22;3991;SkillGem;Clarity;;20/20c;;106;High
Allflame;2026-09-22;3992;SkillGem;Feeding Frenzy Support;;20/20c;;105.3;High
Allflame;2026-09-22;3993;SkillGem;Hextouch Support;;21/20c;;105;High
Allflame;2026-09-22;3994;SkillGem;Vaal Ice Nova (Ice Nova of Frostbolts);Vaal Ice Nova;20/20c;;105;High
Allflame;2026-09-22;3995;SkillGem;Intensify Support;;20/23c;;104.5;High
Allflame;2026-09-22;3996;SkillGem;Greater Spell Cascade Support;;1/20;;104;High
Allflame;2026-09-22;3997;SkillGem;Holy Hammers of Spirals;;20/23c;;104;High
Allflame;2026-09-22;3998;SkillGem;Detonate Dead of Chain Reaction;;21/20c;;103.6;High
Allflame;2026-09-22;3999;SkillGem;Power Charge On Critical Support;;20/20;;103.5;High
Allflame;2026-09-22;4000;SkillGem;Pacifism Support;;3/23c;;103;High
Allflame;2026-09-22;4001;SkillGem;Soulrend of Reaping;;20;;102.5;High
Allflame;2026-09-22;4002;SkillGem;Bladefall of Trarthus;;20;;102.5;High
Allflame;2026-09-22;4003;SkillGem;Minefield Support;;20/20c;;102;High
Allflame;2026-09-22;4004;SkillGem;Petrified Blood;;20/20;;102;High
Allflame;2026-09-22;4005;SkillGem;Double Strike of Impaling;;20/20;;101.5;High
Allflame;2026-09-22;4006;SkillGem;Vampiric Link;;20/23c;;101.1;High
Allflame;2026-09-22;4007;SkillGem;Despair;;20/20c;;101;High
Allflame;2026-09-22;4008;SkillGem;Wrath;;21c;;100;High
Allflame;2026-09-22;4009;SkillGem;Added Lightning Damage Support;;21/20c;;100;High
Allflame;2026-09-22;4010;SkillGem;Arctic Armour;;20/20;;100;High
Allflame;2026-09-22;4011;SkillGem;Vitality;;21c;;100;High
Allflame;2026-09-22;4012;SkillGem;Haste;;20/20;;100;High
Allflame;2026-09-22;4013;SkillGem;Vaal Molten Shell;;20c;;100;High
Allflame;2026-09-22;4014;SkillGem;Clarity;;21/20c;;100;High
Allflame;2026-09-22;4015;SkillGem;Phase Run;;20/20;;100;High
Allflame;2026-09-22;4016;SkillGem;Vaal Blight;;20/20c;;100;High
Allflame;2026-09-22;4017;SkillGem;Reave;;21/23c;;100;High
Allflame;2026-09-22;4018;SkillGem;Herald of Agony;;20/23c;;100;High
Allflame;2026-09-22;4019;SkillGem;Soulrend;;21/23c;;100;High
Allflame;2026-09-22;4020;SkillGem;Flesh and Stone;;20/20;;100;High
Allflame;2026-09-22;4021;SkillGem;Withering Step;;20/23c;;100;High
Allflame;2026-09-22;4022;SkillGem;Barrage Support;;20/23c;;100;High
Allflame;2026-09-22;4023;SkillGem;Returning Projectiles Support;;20/20c;;100;High
Allflame;2026-09-22;4024;SkillGem;Guardian's Blessing Support;;20/23c;;100;High
Allflame;2026-09-22;4025;SkillGem;Arc of Oscillating;;20/20;;100;High
Allflame;2026-09-22;4026;SkillGem;Ethereal Knives of the Massacre;;1;;100;High
Allflame;2026-09-22;4027;SkillGem;Arc of Oscillating;;20/23c;;100;High
Allflame;2026-09-22;4028;SkillGem;Summon Stone Golem of Hordes;;20;;100;High
Allflame;2026-09-22;4029;SkillGem;Summon Carrion Golem of Hordes;;20/20c;;100;High
Allflame;2026-09-22;4030;SkillGem;Absolution of Inspiring;;20/20c;;100;High
Allflame;2026-09-22;4031;SkillGem;Spectral Shield Throw of Shattering;;21/23c;;100;High
Allflame;2026-09-22;4032;SkillGem;Ground Slam of Earthshaking;;20/20c;;100;High
Allflame;2026-09-22;4033;SkillGem;Reave of Refraction;;20/20c;;100;High
Allflame;2026-09-22;4034;SkillGem;Blade Trap of Laceration;;21c;;100;High
Allflame;2026-09-22;4035;SkillGem;Viper Strike of the Mamba;;21c;;100;High
Allflame;2026-09-22;4036;SkillGem;Boneshatter of Complex Trauma;;21c;;100;High
Allflame;2026-09-22;4037;SkillGem;Summon Ice Golem of Hordes;;20/23c;;100;High
Allflame;2026-09-22;4038;SkillGem;Purifying Flame of Revelations;;21c;;100;High
Allflame;2026-09-22;4039;SkillGem;Smite of Divine Judgement;;20c;;100;High
Allflame;2026-09-22;4040;SkillGem;Rain of Arrows of Saturation;;20/23c;;100;High
Allflame;2026-09-22;4041;SkillGem;Blight of Contagion;;21c;;100;High
Allflame;2026-09-22;4042;SkillGem;Earthshatter of Fragility;;20/23c;;100;High
Allflame;2026-09-22;4043;SkillGem;Tornado of Elemental Turbulence;;20/20c;;100;High
Allflame;2026-09-22;4044;SkillGem;Lightning Arrow of Electrocution;;1/23c;;100;High
Allflame;2026-09-22;4045;SkillGem;Blade Vortex of the Scythe;;1/23c;;100;High
Allflame;2026-09-22;4046;SkillGem;Invert the Rules Support;;1/20;;100;High
Allflame;2026-09-22;4047;SkillGem;Greater Spell Cascade Support;;3/20c;;100;High
Allflame;2026-09-22;4048;SkillGem;Pyre Support;;3/23c;;100;High
Allflame;2026-09-22;4049;SkillGem;Eldritch Blasphemy Support;;3/20c;;100;High
Allflame;2026-09-22;4050;SkillGem;Vaal Animate Weapon (Animate Weapon of Self Reflection);Vaal Animate Weapon;1c;;100;High
Allflame;2026-09-22;4051;SkillGem;Vaal Firestorm (Firestorm of Pelting);Vaal Firestorm;20/20c;;100;High
Allflame;2026-09-22;4052;SkillGem;Vaal Firestorm (Firestorm of Meteors);Vaal Firestorm;20c;;100;High
Allflame;2026-09-22;4053;SkillGem;Divine Blast of Radiance;;21/20c;;100;High
Allflame;2026-09-22;4054;SkillGem;Soulrend of Reaping;;20/20c;;99.7;High
Allflame;2026-09-22;4055;SkillGem;Nightblade Support;;21/20c;;99.4;High
Allflame;2026-09-22;4056;SkillGem;Assassin's Mark;;20/23c;;99.3;High
Allflame;2026-09-22;4057;SkillGem;Volley Support;;1/23c;;99.3;High
Allflame;2026-09-22;4058;SkillGem;Bloodsoaked Banner Support;;3/20;;99.3;High
Allflame;2026-09-22;4059;SkillGem;Wave of Conviction of Trarthus;;20;;99.1;High
Allflame;2026-09-22;4060;SkillGem;Culling Strike Support;;21/20c;;99;High
Allflame;2026-09-22;4061;SkillGem;Flammability;;21/20c;;99;High
Allflame;2026-09-22;4062;SkillGem;Dominating Blow;;21/20c;;99;High
Allflame;2026-09-22;4063;SkillGem;Grace;;20/23c;;99;High
Allflame;2026-09-22;4064;SkillGem;Herald of Agony;;20/20c;;99;High
Allflame;2026-09-22;4065;SkillGem;Sniper's Mark;;20/20;;99;High
Allflame;2026-09-22;4066;SkillGem;Absolution;;20;;99;High
Allflame;2026-09-22;4067;SkillGem;Summon Stone Golem of Hordes;;21c;;99;High
Allflame;2026-09-22;4068;SkillGem;Pact of Lycia;;20/20;;99;High
Allflame;2026-09-22;4069;SkillGem;Lancing Steel of Spraying;;1;;98.8;High
Allflame;2026-09-22;4070;SkillGem;Autoexertion;;20/23c;;98.6;High
Allflame;2026-09-22;4071;SkillGem;Immortal Call;;20/23c;;98.2;High
Allflame;2026-09-22;4072;SkillGem;Manaforged Arrows Support;;20/23c;;98.2;High
Allflame;2026-09-22;4073;SkillGem;Cast when Stunned Support;;20/20;;98.1;High
Allflame;2026-09-22;4074;SkillGem;Molten Shell;;20;;98;High
Allflame;2026-09-22;4075;SkillGem;Summon Ice Golem;;20/23c;;98;High
Allflame;2026-09-22;4076;SkillGem;Herald of Purity;;21c;;98;High
Allflame;2026-09-22;4077;SkillGem;Blade Blast of Unloading;;20/20;;98;High
Allflame;2026-09-22;4078;SkillGem;Guardian's Blessing Support;;20/20;;96.6;High
Allflame;2026-09-22;4079;SkillGem;Ethereal Knives of the Massacre;;20/23c;;96.5;High
